ticker_year_month,ticker,year-month,year,month,ret,MKT-RF,SMB,HML,WML,pmc
ENE1_2010_05,ENE1,201005.0,2010,5,0.0080321285140561,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
ENV1_2010_05,ENV1,201005.0,2010,5,-0.0384615384615385,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
FGL1_2010_05,FGL1,201005.0,2010,5,0.0254041570438798,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
FMG_2010_05,FMG,201005.0,2010,5,-0.1179039301310044,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
GFF_2010_05,GFF,201005.0,2010,5,-0.0735294117647059,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
GNC_2010_05,GNC,201005.0,2010,5,0.0242870573487934,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
GRR_2010_05,GRR,201005.0,2010,5,-0.139398524683185,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
HVN_2010_05,HVN,201005.0,2010,5,0.0087903275553637,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
ILU_2010_05,ILU,201005.0,2010,5,0.0300867968619598,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
KZL_2010_05,KZL,201005.0,2010,5,-0.2400000000000001,-12.22,-3.06,1.56,-3.97,-0.0125872945614445
ABY1_2010_06,ABY1,201006.0,2010,6,-0.1333333333333333,-0.2,-1.05,1.3,-1.91,-0.0064895703152972
