yearmonth,year,month,29M,ARI,ABB1,ABC,ABY1,AIS,AGL,ALK,AQZ,AMP,ALD,ALG,AOE,AHY,AIO,AGO,AMI,AZJ,AST,AQC,AHG,BPT,BGA,BHP,BIN,BSL,BLD,B2Y,BKN,BKW,BRS,CAA,CBH1,CEY,CTP,CHC,CIM,CWY,CCL,CGJ,CBA,CWN,CSL,CSR,CDU,CEP,CER,CRG,DCN,DJS,DXS,DOW,APE,ENV1,EPW,EVT,EVN,ESG,ELD,ENE1,FMG,FGL1,FXJ,FLX1,FML,GCY,GFF,GNC,GRR,GCL,GNS,HVN,HSO,HGO,HRL,IGO,ILU,IMA,IPL,ING,IVA,IGR,IPG2,JBH,KZL,LLC,LAU,AEJ
202001,2020,01,,64.62,1615.7,2372.27,134.75,24.61,12748.11,458.23,333.97,6271.79,8584.92,678.78,3435.68,586.57,8905.27,432.85,384.31,10565.55,6596.51,7.83,1221.31,6089.76,938.39,116066.4,1830.6,7203.84,5838.2,9.54,676.42,2985.26,763.56,58.13,258.79,2433.98,94,5989.89,9481.95,4184.89,8673.51,18305.47,150930.7,7922.75,141633.9,2388.46,92.66,,731.65,821.17,319.8,2143.18,13946.22,4406.75,2291.84,2362.8,603.19,2068.75,6323.04,862.79,1155.09,1365.45,35069.39,10457.03,1517.65,3324.93,47.51,39.19,1310.22,1922.39,271.97,774.29,135.74,5270.61,4301.63,33.96,61.68,3603.86,4107.52,225.63,5292.09,1315.75,157.75,467.22,4561.34,4556.27,95.87,10228.34,107.56,6.29
202002,2020,02,,64.62,1615.7,1955.17,134.75,22.33,12230.52,452.43,299.55,5756.3,8165.41,431.74,3435.68,570.28,8905.27,432.85,345.22,9432.83,6316.99,9.59,1221.31,4002.82,867.69,98980.56,1869.9,5975.39,5298.93,9.54,676.42,2686.88,763.56,55.7,258.79,2433.98,79.54,5812.89,7717.64,4656.72,8318.75,18305.47,144770.3,6879.92,140449.3,2059.19,92.66,,731.65,821.17,319.8,2143.18,13332.23,3389.81,2281.57,2362.8,603.19,1855.36,6885.79,862.79,1204.91,1365.45,31035.95,10457.03,1517.65,3324.93,43.86,39.19,1310.22,1785.07,260.4,774.29,135.74,4622.68,4301.63,29.87,69.08,3113.5,3524.36,156.96,4404.7,1286.01,157.75,467.22,4561.34,4226.56,95.87,9951.75,104.57,6.29
202003,2020,03,,64.62,1615.7,1349.07,134.75,16.41,10865.09,359.62,212.24,4587.86,5573.46,100.74,3435.68,548.55,8905.27,432.85,209.76,8158.87,6372.89,6.56,1221.31,2622.93,981.24,85370.69,1242.24,4337.72,2403.28,9.54,676.42,1980.67,763.56,44.56,258.79,2433.98,52.06,3195.23,7526.64,3477.15,6400.15,18305.47,109436.3,5146.4,134707.1,1538.66,92.66,,731.65,821.17,319.8,2143.18,9966.28,1772.21,778.51,2362.8,603.19,1208.97,6510.82,862.79,1170.66,1365.45,30789.63,10457.03,1517.65,3324.93,28.33,39.19,1310.22,707.16,202.53,774.29,135.74,3675.72,4301.63,21.67,41.94,2499.07,2949.64,127.53,3259.15,1222.83,157.75,467.22,4561.34,3216.73,95.87,5817.36,95.61,6.29
202004,2020,04,,64.62,1615.7,1780.69,134.75,25.35,10669.84,435.02,270.24,4914.33,6222.69,175.09,3435.68,559.42,8905.27,432.85,288.41,8988.81,6987.82,7.32,1221.31,3466.83,1037.88,95298.25,1536.46,5151.98,3701.48,9.54,676.42,2046.65,763.56,49.69,258.79,2433.98,54.23,3563.19,7860.35,3840.88,6284.31,18305.47,110976.4,6697.09,140500.7,1810.48,92.66,,731.65,821.17,164.47,2143.18,9995.4,2479.91,1320.64,2362.8,603.19,1241.21,8709.55,862.79,1349.69,1365.45,36824.4,10457.03,1517.65,3324.93,44.77,39.19,1310.22,810.15,260.4,774.29,135.74,3463.9,4301.63,23.42,46.87,2800.38,3246.87,156.96,3856.13,1300.88,157.75,467.22,4561.34,4039.3,95.87,6980.84,103.26,6.29
202005,2020,05,,64.62,1615.7,1774.16,134.75,23.19,10500.14,533.63,337.8,5601.65,6764.55,215.87,3435.68,553.98,8905.27,432.85,284.04,9103.8,6540.6,7.07,1221.31,3683.5,1145.09,102044.3,1542.99,5544.04,3811.79,9.54,676.42,2315.04,763.56,49.69,258.79,2433.98,66.52,4513.38,7956.05,4005.19,6342.23,18305.47,112852.8,6493.95,125417.3,1975.51,92.66,,731.65,821.17,241.98,2143.18,9820.8,2682.11,1654.65,2362.8,603.19,1466.88,10396.93,862.79,1548.95,1365.45,42797.58,10457.03,1517.65,3324.93,44.77,39.19,1310.22,1011.54,283.55,774.29,135.74,4061.98,4301.63,20.5,40.95,2965.8,3475.16,142.24,3846.02,1271.14,157.75,467.22,4561.34,4264.47,95.87,8556.19,107.74,6.29
202006,2020,06,,64.62,1615.7,2074.21,134.75,61.82,10656.08,698.94,480.59,6374.88,7321.4,187.09,3435.68,551.27,8905.27,432.85,436.99,9420.04,6267.59,5.05,1221.31,3466.83,954.25,105520.3,1405.69,5875.77,4645.23,9.54,676.42,2373.51,763.56,59.62,258.79,2433.98,58.59,4513.38,7675.92,4518.68,6269.84,18305.47,122890.1,6548.12,130311.9,1786.21,92.66,,731.65,821.17,247.54,2143.18,10039.05,2604.8,1734.3,2362.8,603.19,1355.65,9664.03,862.79,1467.2,1365.45,42643.64,10457.03,1517.65,3324.93,43.86,39.19,1310.22,942.88,280.65,774.29,135.74,4410.86,4301.63,21.08,54.27,2877.18,3610.45,147.15,3641.67,1189.37,157.75,467.22,4561.34,4943.43,95.87,8513.87,104.75,6.29
202007,2020,07,,64.62,1615.7,1441.51,134.75,80.55,10356.55,720.25,499.54,5034.61,6562.29,158.3,3435.68,515.97,8905.27,432.85,476.32,8520.16,6680.42,9.84,1221.31,3228.09,954.25,108259.9,1265.12,5624.46,4400.1,9.54,676.42,2448.48,763.56,57.14,258.79,2433.98,65.82,4899.97,6818.86,4293.21,5922.32,18305.47,126041.1,6060.56,122638.6,1693.99,92.66,,731.65,821.17,180.8,2143.18,9286.12,2882.31,2083.73,2362.8,603.19,1197.68,10056.04,862.79,1594.92,1365.45,53604.72,10457.03,1517.65,3324.93,78.58,39.19,1310.22,853.63,289.33,774.29,135.74,4635.14,4301.63,22.25,54.27,2717.67,3826.06,201.1,3583.4,1233.98,157.75,467.22,4561.34,5246.72,95.87,7811.83,100.26,6.29
202008,2020,08,,64.62,1615.7,1663.28,134.75,106.23,9222.44,672.63,590.5,5257.99,6497.37,203.87,3435.68,594.72,8905.27,432.85,467.58,8328.7,6849.3,9.09,1221.31,3467.63,1130.08,111677.2,1458.38,6378.41,4914.87,9.54,676.42,2692.88,763.56,64.59,258.79,2433.98,72.33,5826.87,6700.85,5299.75,6588.39,18305.47,120872,6101.19,129960.3,1776.5,92.66,,731.65,821.17,186.37,2143.18,9635.3,3148.8,2291.84,2362.8,603.19,1339.53,9481.81,862.79,1563.77,1365.45,53635.52,10457.03,1517.65,3324.93,77.67,81.3,1310.22,984.08,324.05,774.29,135.74,5507.35,4301.63,27.52,51.85,2617.23,4286.88,195.95,4078.67,1196.81,157.75,467.22,4561.34,5762.55,95.87,7997.66,100.26,6.29
202009,2020,09,,64.62,1615.7,1858.96,134.75,100.54,8485.72,839.5,563.22,4484.76,5980.48,268.64,3435.68,545.84,8905.27,432.85,436.99,8137.23,7055.73,5.55,1221.31,3011.36,1090.1,104872.3,1582.64,6398.03,5588.98,9.54,676.42,2910.29,763.56,67.08,258.79,2433.98,90.43,5789.61,5871.55,4297.71,6877.99,18305.47,112605,5952.22,130571.3,2072.58,92.66,,731.65,821.17,189.15,2143.18,9700.77,3085.69,2350.94,2362.8,603.19,1553.93,9824.52,862.79,1689.93,1365.45,50187.1,10457.03,1517.65,3324.93,75.84,81.3,1310.22,865.07,283.55,774.29,135.74,5644.41,4301.63,21.08,51.85,2457.72,3813.38,166.56,3942.71,1107.6,157.75,467.22,4561.34,5406.41,95.87,7591.59,103.26,6.29
202010,2020,10,,64.62,1615.7,1845.91,134.75,119.51,7775.46,732.33,527.92,5257.99,6477.39,311.81,3435.68,515.97,8905.27,432.85,406.4,7115.83,7506.09,8.58,1221.31,2691.98,1075.79,99510.75,1602.48,7385.45,5588.98,9.54,676.42,2599.28,763.56,84.47,258.79,2433.98,83.2,5747.69,6795.24,4218.6,8999.31,18305.47,122448.1,5606.87,130830.9,2140.54,92.66,,731.65,821.17,197.56,2143.18,9395.24,3085.69,2790.29,2362.8,603.19,1329.86,9465.71,862.79,1746,1365.45,53481.55,10457.03,1517.65,3324.93,66.7,117.9,1310.22,810.15,283.55,774.29,135.74,5532.27,4301.63,19.91,54.32,2623.14,2177.26,186.06,3729.07,1063,157.75,467.22,4561.34,5448.92,95.87,8231.68,101.84,6.29
202011,2020,11,,64.62,1615.7,2015.5,134.75,136.59,8410.95,601.34,555.2,5876.58,7653.51,398.16,3435.68,543.12,8905.27,432.85,489.08,7951.05,6961.9,8.83,1221.31,4015.15,1438.49,112148.5,1726.76,8614.68,6017.96,9.54,676.42,2924.3,763.56,87.78,258.79,2433.98,90.43,6395.12,7959.84,4918.27,9158.59,18305.47,140277.8,6527.8,135300.2,2344.4,92.66,,731.65,821.17,186.43,2143.18,10640.07,3646.72,3352.98,2362.8,603.19,1724.79,8491.8,862.79,1637.44,1365.45,56129.45,10457.03,1517.65,3324.93,64.88,107.87,1310.22,1000.1,295.12,774.29,135.74,5744.09,4301.63,22.84,61.72,2770.84,2257.59,178.59,4447.69,1137.34,157.75,467.22,4561.34,5251.32,95.87,9745.86,97.35,6.29
202012,2020,12,,64.62,1615.7,2185.09,134.75,189.7,7445.25,568.6,616.18,5361.09,7096.67,331,3435.68,733.22,8905.27,432.85,530.76,7248.41,6671.16,8.58,1221.31,4117.81,1544.94,124992.4,1596.42,8806.11,6066.99,9.54,676.42,2910.65,763.56,98.55,258.79,2433.98,94.05,6851.58,7586.28,4835.96,9361.31,18305.47,145671.1,6521.03,128839.6,2538.55,92.66,,731.65,821.17,228.17,2143.18,10237.11,3737.89,3414.64,2362.8,603.19,1529.75,8526.25,862.79,1541.65,1365.45,72140.06,10457.03,1517.65,3324.93,62.13,107.87,1310.22,958.9,341.41,774.29,135.74,5843.77,4301.63,24.06,69.13,4831.33,2743.77,183.55,4428.27,1159.64,157.75,467.22,4561.34,5585.63,95.87,9017.23,101.84,6.29
202101,2021,01,,64.62,1615.7,1872,134.75,157.45,7146.2,473.33,637.09,5103.34,6534.82,287.82,3435.68,706.06,8905.27,432.85,506.07,6862.09,6576.13,6.82,1221.31,3752.8,1693.09,128321.2,2113.29,8357.74,5932.16,9.54,676.42,2821.21,763.56,104.34,258.79,2433.98,101.28,6343.88,7679.67,4568.44,9469.91,18305.47,148154.8,6500.71,123625.6,2557.97,92.66,,731.65,821.17,267.12,2143.18,9812.38,3618.67,3422.35,2362.8,603.19,1557.15,8081.99,862.79,1663.6,1365.45,67090.5,10457.03,1517.65,3324.93,66.7,130.45,1310.22,924.58,381.92,774.29,135.74,6653.67,4301.63,26.32,71.6,4861.66,2726.86,163.7,5127.47,1222.83,157.75,467.22,4561.34,5947.51,95.87,8266.94,103.34,6.29
202102,2021,02,,64.62,1615.7,2119.87,134.75,237.13,5837.82,419.75,682.03,5154.89,5857.46,304.61,3435.68,771.23,8905.27,432.85,481.39,7066.1,6291.04,6.06,1221.31,3764.2,1853.33,144729.6,2102.43,8403.08,6348.89,9.54,676.42,2831.82,763.56,102.69,258.79,2433.98,101.28,5524.11,6627.49,4486.12,9694.35,18305.47,144695.3,6737.72,119477.8,2655.04,92.66,,731.65,821.17,208.69,2143.18,9665.97,3611.65,3404.36,2362.8,603.19,1847.3,7176.4,862.79,1760.54,1365.45,74233.75,10457.03,1517.65,3324.93,61.22,131.7,1310.22,965.77,601.82,774.29,135.74,6529.07,4301.63,45.91,64.19,5323.59,3136.95,163.7,5166.32,1304.6,157.75,467.22,4561.34,4987.09,95.87,9154.9,107.84,6.29
202103,2021,03,,64.62,1615.7,2271.14,134.75,191.94,6012.27,410.82,630.67,4347.3,5850.31,443.73,3435.68,760.37,8905.27,432.85,456.7,7178.75,6975.25,7.57,1221.31,3912.49,1921.68,133447,1977.98,9748.65,6728.84,9.54,676.42,3159.27,763.56,102.38,258.79,2433.98,101.37,5999.21,5475.7,4527.28,9723.31,18305.47,152749.8,7963.38,120447.3,2805.51,92.66,,731.65,821.17,267.75,2143.18,10486.75,3597.63,3591.92,2362.8,603.19,1850.52,6971.36,862.79,1943.48,1365.45,61548.46,10457.03,1517.65,3324.93,52.08,125.43,1310.22,1201.49,555.52,774.29,135.74,7139.62,4301.63,38.42,59.25,4755.64,3048.17,188.51,5651.87,1241.41,157.75,467.22,4561.34,5948.66,95.87,8896.52,104.84,6.29
202104,2021,04,,64.62,1615.7,2101.46,134.75,191.94,5563.69,437.61,674,3831.81,6098.14,414.95,3435.68,765.8,8905.27,432.85,518.42,6902.64,7203.33,6.56,1221.31,2908.7,1933.79,140517,2233.42,10892.29,7599.05,9.54,676.42,3077.41,763.56,124.22,258.79,2433.98,86.89,6520.88,6039.14,5869.39,9629.19,18305.47,157965.5,8274.87,123410.3,2897.73,92.66,,731.65,821.17,288.03,2143.18,10938.49,3948.28,4023.57,2362.8,603.19,2063.3,7911.13,862.79,1902.82,1365.45,69553.75,10457.03,1517.65,3324.93,57.57,132.95,1310.22,1167.16,659.68,774.29,135.74,6566.45,4301.63,47.79,59.25,5671.93,3272.87,168.96,5146.89,1215.39,157.75,467.22,4561.34,5316.8,95.87,8751.92,114.05,6.29
202105,2021,05,,64.62,1615.7,2166.72,134.75,307.11,5059.03,553.71,698.07,3866.17,6803.52,460.52,3435.68,768.52,8905.27,432.85,549.46,6663.35,6671.16,6.31,1221.31,2897.3,1809.71,140958.9,2246.52,10695.8,8287.69,9.54,676.42,3171.4,763.56,124.56,258.79,2433.98,86.89,6669.93,6565.23,5684.04,9629.19,18305.47,176912.9,8721.8,132080.5,2776.39,92.66,,731.65,821.17,239.35,2143.18,11218.14,3906.2,3982.46,2362.8,603.19,2092.32,9243.88,862.79,1749.6,1365.45,69061.06,10457.03,1517.65,3324.93,53,132.95,1310.22,1148.85,578.67,774.29,135.74,6628.75,4301.63,64.65,61.72,5755.23,3264.41,169.57,4428.27,1312.03,157.75,467.22,4561.34,5577.59,95.87,8462.71,105.05,6.29
202106,2021,06,,64.62,1615.7,2264.62,134.75,430.43,5108.87,684.7,730.23,3866.17,6722.5,470.11,3435.68,768.7,8905.27,432.85,506.24,6847.42,6702.44,9.09,1221.31,2828.85,1782.47,143079.9,2246.52,11063.59,8691.92,9.54,676.42,3800.52,763.56,124.56,258.79,2433.98,85.08,7228.86,6157.43,5436.91,9629.19,18305.47,177179,8064.95,129797.3,2795.8,92.66,,731.65,821.17,236.76,2143.18,11476.28,3920.22,4254.81,2362.8,603.19,2037.51,7689,862.79,1805.88,1365.45,71862.94,10457.03,1517.65,3324.93,47.51,75.26,1310.22,1180.89,688.62,774.29,135.74,6828.11,4301.63,51.53,56.78,5777.95,3869.09,174.56,4622.49,1479.28,157.75,467.22,4561.34,5810.8,95.87,7891.18,112.55,6.29
202107,2021,07,1095.44,64.62,1615.7,2310.3,134.75,490.57,4504.53,687.67,690.1,3396.75,6732.03,470.11,3435.68,768.7,8905.27,432.85,456.85,7105.12,6989.68,11.36,1221.31,2737.6,1561.56,157573.6,2253.07,12187.07,7920.18,9.54,676.42,3676.22,763.56,127.29,258.79,2433.98,83.27,7587.5,6415.81,5231.2,9629.19,18305.47,176788.7,5830.33,131491.1,2703.58,92.66,,731.65,821.17,241.86,2143.18,11056.8,3677.25,4064.68,2362.8,603.19,2019.78,7576.51,862.79,1771.31,1365.45,76696.94,10457.03,1517.65,3324.93,45.69,80.27,1310.22,1196.91,977.95,774.29,135.74,7064.86,4301.63,45.91,56.78,7050.16,4198.91,189.49,5205.16,1412.38,157.75,467.22,4561.34,5519,95.87,8380.08,117.05,6.29
202108,2021,08,1167.51,64.62,1615.7,2238.51,134.75,412.52,4018.56,583.48,642.55,3592.72,6567.6,717.16,3435.68,768.7,8905.27,432.85,438.33,6957.86,7410.98,8.58,1221.31,2395.4,1682.61,134560.8,2253.07,12695.91,6728.84,9.54,676.42,3653.48,763.56,141.75,258.79,2433.98,72.41,8318.78,6583.91,5457.74,9629.19,18305.47,177622.5,6304.34,141972.7,2645.34,92.66,,731.65,821.17,232.18,2143.18,11444.01,4550.15,4216.27,2362.8,603.19,2403.43,7165.98,862.79,1910.58,1365.45,64658.23,10457.03,1517.65,3324.93,43.86,80.27,1310.22,1448.66,717.55,774.29,135.74,6703.52,4301.63,47.79,61.8,7307.63,4228.51,174.53,5244,1535.04,157.75,467.22,4561.34,5260.51,95.87,8221.71,114.05,6.29
202109,2021,09,1100.24,64.62,1615.7,2107.99,134.75,367.93,3805.43,506.08,684.32,3233.44,6660.54,781.92,3435.68,768.7,8905.27,432.85,370.44,6976.27,9651.51,7.57,1221.31,3410.59,1630.06,110958.8,2253.07,10328.02,6772.96,9.54,676.42,3779.3,763.56,137.55,258.79,2433.98,79.65,7988.07,6120.08,5687.77,9629.19,18305.47,185091.5,6487.17,133693.4,2713.29,92.66,,731.65,821.17,188.65,2143.18,11616.1,4496.83,3856.57,2362.8,603.19,2459.84,6396.95,862.79,1913.71,1365.45,46061.28,10457.03,1517.65,3324.93,43.86,94.14,1310.22,1450.94,624.96,774.29,135.74,6267.41,4301.63,48.72,56.85,6724.54,3839.49,162.07,5710.14,1535.04,157.75,467.22,4561.34,5229.49,95.87,7473.55,112.55,6.29
202110,2021,10,1239.57,64.62,1615.7,1944.83,134.75,356.78,3765.93,533.05,600.79,3527.39,7280.13,717.16,3435.68,768.7,8905.27,432.85,469.23,6203.17,9460.01,9.09,1221.31,3182.46,1642.18,107920.1,2253.07,10275.09,7037.7,9.54,676.42,3603.15,763.56,137.37,258.79,2433.98,87.1,8071.92,6201.02,5525.16,9629.19,18305.47,178625.1,6744.49,136924.6,2878.32,92.66,,731.65,821.17,222.51,2143.18,11691.39,4363.68,3807.75,2362.8,603.19,2646.83,6653.57,862.79,1882.41,1365.45,42889.95,10457.03,1517.65,3324.93,51.17,106.69,1310.22,1437.21,659.68,774.29,135.74,6180.19,4301.63,64.25,59.33,7300.06,3978.1,197.47,5807.25,1378.93,157.75,467.22,4561.34,5800.46,95.87,7204.92,118.67,6.29
202111,2021,11,1253.99,64.62,1615.7,1873.04,134.75,347.72,3555.25,479.44,678.3,3380.42,6832.12,697.97,3435.68,768.7,8905.27,432.85,531.26,6203.17,9728.11,7.57,1221.31,2703.38,1663.39,116151.3,2253.07,9772.81,6783.99,9.54,676.42,3487.8,763.56,132.22,258.79,2433.98,83.47,8998.82,5718.5,5978.72,9629.19,18305.47,159001.6,7462.28,139795.4,2839.49,92.66,,731.65,821.17,198.32,2143.18,12014.06,3915.4,3594.49,2362.8,603.19,2456.62,7386.74,862.79,1754.1,1365.45,52373.13,10457.03,1517.65,3324.93,53.91,125.78,1310.22,1556.22,717.55,774.29,135.74,6317.25,4301.63,60.74,54.38,7981.6,3648,212.65,6215.12,1286.01,157.75,467.22,4561.34,5536.23,95.87,7356.45,126.35,6.29
202112,2021,12,1475,64.62,1615.7,1840.41,134.75,372.01,4042.45,544.96,659.01,3298.77,7068.04,647.6,3435.68,768.7,8905.27,432.85,507.19,6424.06,9843.01,7.57,1221.31,2874.48,1717.92,122435.3,2253.07,10245.41,6728.84,9.54,676.42,3666.9,763.56,162.82,258.79,2433.98,76.21,9585.69,5260.9,6452.89,9629.19,18305.47,172345.6,8098.81,139181.6,2854.05,92.66,,731.65,821.17,206.16,2143.18,11960.28,4074.63,3453.18,2362.8,603.19,2382.47,7442.01,862.79,1918.4,1365.45,59146.89,10457.03,1517.65,3324.93,142.54,105.43,1310.22,1890.35,873.79,774.29,135.74,6155.27,4301.63,63.08,56.85,8685.86,4274.34,207.59,6292.8,1300.88,157.75,467.22,4561.34,5551.17,95.87,7363.34,118.83,6.29
202201,2022,01,1263.6,64.62,1615.7,1905.67,134.75,315.64,4674.49,488.38,626.86,2857.84,7084.71,647.6,3435.68,768.7,8905.27,432.85,519.56,6479.28,9957.91,6.82,1221.31,3376.37,1545.22,234638.6,2253.07,8961.06,6475.13,9.54,676.42,3422.54,763.56,154.22,258.79,2433.98,72.59,7927.43,5102.14,5937.49,9629.19,18305.47,159957.3,8186.84,124642.1,2713.29,92.66,,731.65,821.17,189.89,2143.18,11024.54,3698.62,3273.33,2362.8,603.19,2168.08,6415.53,862.79,1705.59,1365.45,61178.96,10457.03,1517.65,3324.93,93.2,96.18,1310.22,1666.07,891.15,774.29,135.74,6117.89,4301.63,64,47.95,8897.89,4375.91,217.35,6370.49,1219.11,157.75,467.22,4561.34,5283.49,95.87,6839.85,111.3,6.29
202202,2022,02,1297.23,64.62,1615.7,2153.67,134.75,281.82,4951.01,619.41,517.57,3086.47,7022.76,767.53,3435.68,768.7,8905.27,432.85,556.68,6442.46,9919.61,6.31,1221.31,3479.03,1424.03,236207.9,2253.07,9921.88,4004.21,9.54,676.42,3213.09,763.56,159.73,258.79,2433.98,83.47,7932.16,6876.53,5710.71,9629.19,18305.47,159479.4,8383.21,125233.9,2776.39,92.66,,731.65,821.17,227.87,2143.18,11745.16,3445.67,3591.92,2362.8,603.19,2322.83,7826.95,862.79,1810.43,1365.45,55883.16,10457.03,1517.65,3324.93,102.34,105.56,1310.22,1922.39,1122.62,774.29,135.74,6541.53,4301.63,58.71,42.52,8276.93,4524.03,257.79,6001.47,1259.99,157.75,467.22,4561.34,5664.9,95.87,7273.8,133.87,6.29
202203,2022,03,1318.81,64.62,1615.7,1977.46,134.75,372.01,5193.61,681.94,605.97,3151.79,7301.57,640.41,3435.68,768.7,8905.27,432.85,606.16,6792.2,9919.61,11.11,1221.31,3547.47,1457.64,261975.1,2253.07,10125.28,3816.69,9.54,676.42,3697.25,763.56,162.57,258.79,2433.98,87.11,7809.18,6848.51,6349.81,9629.19,18305.47,180485.1,8640.54,129169.4,2985.1,92.66,,731.65,821.17,238.72,2143.18,11777.43,3662.69,3669,2362.8,603.19,2337.34,8065.23,862.79,2079.57,1365.45,63611.37,10457.03,1517.65,3324.93,70.21,109.27,1310.22,1945.27,1284.65,774.29,135.74,6666.13,4301.63,75.15,44,10647.18,4786.19,264.37,7361.03,1137.34,157.75,467.22,4561.34,6228.98,95.87,7715.75,127.85,6.29
202204,2022,04,1304.38,64.62,1615.7,1918.72,134.75,270.55,5839.44,607.5,609.18,3788.68,8066.52,640.41,3435.68,768.7,8905.27,432.85,556.68,7418.04,9919.61,12.12,1221.31,3707.17,1531.58,243041.9,2253.07,9925.99,3938.02,9.54,676.42,3607.71,763.56,167.01,258.79,2433.98,85.29,7407.13,6848.51,6600.28,9629.19,18305.47,177260.1,8735.34,131650.3,2980.25,92.66,,731.65,821.17,249.57,2143.18,12014.06,3758.47,3437.76,2362.8,603.19,2358.29,7423.68,862.79,2234.49,1365.45,66597.94,10457.03,1517.65,3324.93,67.34,119.26,1310.22,2366.37,1562.41,774.29,135.74,6342.17,4301.63,91.59,45.98,9973.21,4810.84,233.69,7496.98,1148.49,157.75,467.22,4561.34,5791.42,95.87,8439.11,128.17,6.29
202205,2022,05,1280.31,64.62,1615.7,1840.41,134.75,291.85,5893.26,661.1,654.19,3576.39,7949.75,647.6,3435.68,768.7,8905.27,432.85,420.6,7399.63,9919.61,8.58,1221.31,3935.3,1473.96,225830.1,2253.07,8729.45,3309.27,9.54,676.42,3156.93,763.56,149.25,258.79,2433.98,90.74,6276.67,6848.51,6187.77,9629.19,18305.47,178079.1,8694.71,130942.2,2266.74,92.66,,731.65,821.17,206.16,2143.18,11271.92,3871.31,2800.57,2362.8,603.19,2379.25,7038.75,862.79,2088.96,1365.45,61917.92,10457.03,1517.65,3324.93,48.71,123.52,1310.22,2247.36,1903.82,774.29,135.74,5457.51,4301.63,85.72,44,9571.86,4662.36,230.48,6836.63,1059.29,157.75,467.22,4561.34,5024.99,95.87,7419.52,120.63,6.29
202206,2022,06,835.09,64.62,1615.7,1579.36,134.75,214.88,5550.16,369.26,573.82,3119.13,8157.08,671.59,3435.68,768.7,8905.27,432.85,315.45,6994.68,9919.61,4.54,1221.31,3935.3,1158.54,208820.7,2253.07,7561.77,2857,9.54,676.42,2813.92,763.56,141.25,258.79,2433.98,79.85,5122.55,6848.51,5197.72,9629.19,18305.47,154223.8,8864,129607.9,1970.65,92.66,,731.65,821.17,88.98,2143.18,9551.02,3410.9,2497.39,2362.8,603.19,2103.6,4362.56,862.79,1970.04,1365.45,53974.22,10457.03,1517.65,3324.93,42.98,104.35,1310.22,2176.42,1464.03,774.29,135.74,4622.68,4301.63,66.93,79.1,7527.24,4004.79,198.32,6428.76,958.93,157.75,467.22,4561.34,4204.98,95.87,6275.94,123.81,6.29
202207,2022,07,726.79,64.62,1615.7,1651.15,134.75,297.11,5637.62,470.51,517.57,3543.73,7983.12,247.05,3435.68,768.7,8905.27,432.85,340.19,7399.63,9919.61,4.8,1221.31,4140.62,1055.43,195810.5,2253.07,7807.29,3198.96,9.54,676.42,3191.84,763.56,151.91,258.79,2433.98,76.22,6025.98,6848.51,5631.38,9629.19,18305.47,171464,8864,139617.8,2208.49,92.66,,731.65,821.17,139.03,2143.18,10239.38,3728.35,3219.37,2362.8,603.19,2282.53,4839.14,862.79,1765.06,1365.45,56468.15,10457.03,1517.65,3324.93,38.69,105.44,1310.22,1905.5,1296.22,774.29,135.74,5158.46,4301.63,64.59,81.87,8360.23,4064.18,166.05,6992.01,1096.45,157.75,467.22,4561.34,4601.87,95.87,7075.07,144.95,6.29
202208,2022,08,967.45,64.62,1615.7,1442.31,134.75,300.56,5166.7,437.75,572.22,3805.01,8240.48,295.02,3435.68,768.7,8905.27,432.85,334.01,6865.82,9919.61,18.43,1221.31,3901.08,1213.13,205672.3,2253.07,7868.47,3254.11,9.54,676.42,3099.26,763.56,140.01,258.79,2433.98,64.61,6390.19,6848.51,6171.12,9629.19,18305.47,165848.9,8864,141400.1,2190.09,92.66,,731.65,821.17,120.9,2143.18,9389.68,3410.9,3422.35,2362.8,603.19,2393.75,4384.14,862.79,1812,1365.45,56714.48,10457.03,1517.65,3324.93,40.12,153.37,1310.22,1869.72,1018.46,774.29,135.74,5270.61,4301.63,49.32,79.39,10177.68,4471.45,149.98,7613.52,966.37,157.75,467.22,4561.34,4448.8,95.87,7075.07,173.64,6.29
202209,2022,09,1092.62,64.62,1615.7,1200.83,134.75,290.2,4601.59,408.31,498.28,3576.39,6851.18,249.45,3435.68,768.7,8905.27,432.85,247.49,6350.43,9919.61,138.92,1221.31,3387.78,1051.49,195135.4,2253.07,7120.62,2945.25,9.54,676.42,3269.25,763.56,128.1,258.79,2433.98,61.7,5430,6848.51,6026.96,9629.19,18305.47,154146.9,8864,137441.2,2144.02,92.66,,731.65,821.17,110.73,2143.18,8303.36,3086.69,2817.9,2362.8,603.19,2090.71,3761.57,862.79,1854.25,1365.45,51788.14,10457.03,1517.65,3324.93,37.25,110.77,1310.22,1744.47,810.14,774.29,135.74,5033.86,4301.63,46.97,79.39,10374.56,3843.58,141.6,6817.21,884.6,157.75,467.22,4561.34,4150.32,95.87,6147.64,179.68,6.29
